repair_id,product_id,sku,component_id,component_type,failure_date,failure_type,failure_description,repair_status,repair_cost,replacement_cost,downtime_days,warranty_claim
R0018795,P031827,LP-DELL-NITRO-W3O-2019,MB-DELL-NITRO-W3O-2019,Motherboard,2023-02-12,Power failure,Power failure reported for motherboard.,Component Replaced,589.76,589.76,12,False
R0018796,P031830,LP-HP-SLIM-8HH-2023,BAT-HP-SLIM-8HH-2023,Battery,2023-09-21,Battery not charging,Battery not charging reported for battery.,Repaired,128.39,257.07,2,True
R0018797,P031830,LP-HP-SLIM-8HH-2023,SSD-HP-SLIM-8HH-2023,SSD,2023-11-27,Read/write errors,Read/write errors reported for ssd.,Repaired,154.31,279.34,4,True
R0018798,P031834,LP-ACER-NITRO-02C-2022,BAT-ACER-NITRO-02C-2022,Battery,2022-12-12,Battery swelling,Battery swelling reported for battery.,Component Replaced,161.96,161.96,4,True
R0018799,P031835,LP-APPLE-THINK-QTX-2022,BAT-APPLE-THINK-QTX-2022,Battery,2024-04-03,Battery swelling,Battery swelling reported for battery.,Component Replaced,301.75,301.75,2,False
R0018800,P031840,LP-ASUS-NITRO-X46-2020,KBD-ASUS-NITRO-X46-2020,Keyboard,2025-02-22,Key failure,Key failure reported for keyboard.,Component Replaced,56.02,56.02,2,False
R0018801,P031842,LP-SAMSUNG-LEGION-YNQ-2025,DSP-SAMSUNG-LEGION-YNQ-2025,Display,2025-09-28,Dead pixels,Dead pixels reported for display.,Component Replaced,284.58,284.58,4,True
R0018802,P031843,LP-ASUS-NITRO-MRE-2024,RAM-ASUS-NITRO-MRE-2024,RAM,2024-04-02,System crashes,System crashes reported for ram.,Component Replaced,209.97,209.97,3,True
R0018803,P031845,LP-APPLE-LEGION-11O-2023,BAT-APPLE-LEGION-11O-2023,Battery,2024-05-25,Battery not charging,Battery not charging reported for battery.,Component Replaced,153.32,153.32,1,True
R0018804,P031849,LP-RAZER-ZEN-GEN-2023,DSP-RAZER-ZEN-GEN-2023,Display,2023-10-15,Screen flickering,Screen flickering reported for display.,Component Replaced,466.23,466.23,8,True
R0018805,P031849,LP-RAZER-ZEN-GEN-2023,KBD-RAZER-ZEN-GEN-2023,Keyboard,2023-09-25,Key failure,Key failure reported for keyboard.,Component Replaced,103.13,103.13,3,True
R0018806,P031853,LP-LENOVO-BLADE-NGC-2025,BAT-LENOVO-BLADE-NGC-2025,Battery,2025-01-06,Battery swelling,Battery swelling reported for battery.,Component Replaced,139.57,139.57,3,True
R0018807,P031854,LP-HP-BLADE-Y58-2024,MB-HP-BLADE-Y58-2024,Motherboard,2026-08-18,Power failure,Power failure reported for motherboard.,Component Replaced,400.29,400.29,6,True
R0018808,P031856,LP-LENOVO-ZEN-FN3-2018,KBD-LENOVO-ZEN-FN3-2018,Keyboard,2023-02-21,Key failure,Key failure reported for keyboard.,Component Replaced,100.41,100.41,2,False
R0018809,P031857,LP-MSI-NITRO-96N-2025,RAM-MSI-NITRO-96N-2025,RAM,2026-05-06,Memory error,Memory error reported for ram.,Component Replaced,123.06,123.06,3,True
R0018810,P031859,LP-HP-AIR-YB8-2025,MB-HP-AIR-YB8-2025,Motherboard,2026-05-01,System instability,System instability reported for motherboard.,Component Replaced,538.44,538.44,11,True
R0018811,P031860,LP-GIGABYTE-CREATOR-LFC-2024,DSP-GIGABYTE-CREATOR-LFC-2024,Display,2025-08-05,Display failure,Display failure reported for display.,Repaired,58.94,228.91,3,True
R0018812,P031861,LP-ASUS-SLIM-F7K-2024,MB-ASUS-SLIM-F7K-2024,Motherboard,2025-08-02,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,147.47,358.17,15,True
R0018813,P031863,LP-DELL-STEALTH-HS2-2022,BAT-DELL-STEALTH-HS2-2022,Battery,2024-10-24,Battery not charging,Battery not charging reported for battery.,Component Replaced,152.0,152.0,1,False
R0018814,P031865,LP-ACER-STEALTH-WOM-2021,SSD-ACER-STEALTH-WOM-2021,SSD,2024-06-24,Storage failure,Storage failure reported for ssd.,Component Replaced,198.75,198.75,7,False
R0018815,P031866,LP-RAZER-CREATOR-6V2-2022,RAM-RAZER-CREATOR-6V2-2022,RAM,2026-03-22,Memory error,Memory error reported for ram.,Component Replaced,118.71,118.71,4,False
R0018816,P031869,LP-SAMSUNG-THINK-8GC-2024,RAM-SAMSUNG-THINK-8GC-2024,RAM,2024-02-14,RAM module failure,RAM module failure reported for ram.,Component Replaced,187.8,187.8,3,True
R0018817,P031871,LP-MSI-LEGION-GMY-2024,MB-MSI-LEGION-GMY-2024,Motherboard,2024-09-11,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,478.6,478.6,6,True
R0018818,P031871,LP-MSI-LEGION-GMY-2024,KBD-MSI-LEGION-GMY-2024,Keyboard,2025-09-02,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,79.04,79.04,5,False
R0018819,P031872,LP-APPLE-ZEN-OIX-2023,MB-APPLE-ZEN-OIX-2023,Motherboard,2024-04-28,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,558.99,558.99,9,True
R0018820,P031874,LP-ACER-CREATOR-XAC-2024,MB-ACER-CREATOR-XAC-2024,Motherboard,2024-11-26,System instability,System instability reported for motherboard.,Component Replaced,319.82,319.82,5,True
R0018821,P031874,LP-ACER-CREATOR-XAC-2024,SSD-ACER-CREATOR-XAC-2024,SSD,2024-04-01,Performance degradation,Performance degradation reported for ssd.,Component Replaced,146.18,146.18,7,True
R0018822,P031875,LP-ASUS-LEGION-J5J-2021,MB-ASUS-LEGION-J5J-2021,Motherboard,2022-01-06,System instability,System instability reported for motherboard.,Component Replaced,505.98,505.98,15,False
R0018823,P031878,LP-DELL-SLIM-NB3-2025,MB-DELL-SLIM-NB3-2025,Motherboard,2025-04-17,Power failure,Power failure reported for motherboard.,Component Replaced,485.05,485.05,10,True
R0018824,P031879,LP-APPLE-CREATOR-WNG-2025,KBD-APPLE-CREATOR-WNG-2025,Keyboard,2025-11-13,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Repaired,22.35,88.42,3,True
R0018825,P031880,LP-ASUS-STEALTH-ZNI-2024,SSD-ASUS-STEALTH-ZNI-2024,SSD,2026-07-03,Drive not detected,Drive not detected reported for ssd.,Component Replaced,266.15,266.15,4,False
R0018826,P031882,LP-DELL-THINK-9Y4-2025,MB-DELL-THINK-9Y4-2025,Motherboard,2025-04-08,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,201.02,701.87,12,True
R0018827,P031884,LP-DELL-AIR-0QI-2023,BAT-DELL-AIR-0QI-2023,Battery,2024-03-01,Battery degradation,Battery degradation reported for battery.,Repaired,138.33,245.31,3,False
R0018828,P031886,LP-APPLE-NITRO-CVN-2022,BAT-APPLE-NITRO-CVN-2022,Battery,2023-03-30,Battery swelling,Battery swelling reported for battery.,Repaired,91.19,220.83,3,False
R0018829,P031886,LP-APPLE-NITRO-CVN-2022,SSD-APPLE-NITRO-CVN-2022,SSD,2023-08-19,Performance degradation,Performance degradation reported for ssd.,Repaired,94.71,255.72,7,False
R0018830,P031887,LP-HP-SLIM-HD5-2022,MB-HP-SLIM-HD5-2022,Motherboard,2024-02-15,Boot failure,Boot failure reported for motherboard.,Component Replaced,388.16,388.16,5,False
R0018831,P031887,LP-HP-SLIM-HD5-2022,SSD-HP-SLIM-HD5-2022,SSD,2022-03-19,Read/write errors,Read/write errors reported for ssd.,Repaired,55.74,174.49,4,True
R0018832,P031888,LP-ASUS-NITRO-O46-2018,RAM-ASUS-NITRO-O46-2018,RAM,2020-06-07,Memory error,Memory error reported for ram.,Component Replaced,151.49,151.49,4,False
R0018833,P031889,LP-ASUS-LEGION-3K1-2023,DSP-ASUS-LEGION-3K1-2023,Display,2025-08-24,Screen flickering,Screen flickering reported for display.,Component Replaced,460.96,460.96,6,False
R0018834,P031890,LP-RAZER-STEALTH-EZZ-2022,MB-RAZER-STEALTH-EZZ-2022,Motherboard,2026-01-20,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,434.51,434.51,12,False
R0018835,P031892,LP-LENOVO-BLADE-ADZ-2019,MB-LENOVO-BLADE-ADZ-2019,Motherboard,2020-09-04,Boot failure,Boot failure reported for motherboard.,Component Replaced,293.2,293.2,13,True
R0018836,P031897,LP-ASUS-THINK-1AZ-2025,MB-ASUS-THINK-1AZ-2025,Motherboard,2026-03-11,Boot failure,Boot failure reported for motherboard.,Repaired,294.02,742.72,13,True
R0018837,P031897,LP-ASUS-THINK-1AZ-2025,BAT-ASUS-THINK-1AZ-2025,Battery,2025-02-25,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,265.33,265.33,3,True
R0018838,P031898,LP-MSI-PRO-NYS-2018,SSD-MSI-PRO-NYS-2018,SSD,2021-12-18,Storage failure,Storage failure reported for ssd.,Component Replaced,144.5,144.5,2,False
R0018839,P031899,LP-APPLE-AIR-W5I-2023,KBD-APPLE-AIR-W5I-2023,Keyboard,2025-10-16,Liquid damage,Liquid damage reported for keyboard.,Repaired,69.77,133.51,5,False
R0018840,P031904,LP-MSI-CREATOR-DKJ-2025,DSP-MSI-CREATOR-DKJ-2025,Display,2025-08-02,Display failure,Display failure reported for display.,Repaired,202.47,355.98,5,True
R0018841,P031910,LP-ACER-ZEN-YFD-2022,SSD-ACER-ZEN-YFD-2022,SSD,2022-06-30,Performance degradation,Performance degradation reported for ssd.,Component Replaced,248.86,248.86,5,True
R0018842,P031911,LP-DELL-ZEN-U25-2019,MB-DELL-ZEN-U25-2019,Motherboard,2024-03-09,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,187.43,415.43,15,False
R0018843,P031911,LP-DELL-ZEN-U25-2019,DSP-DELL-ZEN-U25-2019,Display,2021-03-04,Dead pixels,Dead pixels reported for display.,Component Replaced,289.49,289.49,3,True
R0018844,P031911,LP-DELL-ZEN-U25-2019,BAT-DELL-ZEN-U25-2019,Battery,2025-05-03,Battery degradation,Battery degradation reported for battery.,Repaired,39.12,142.21,1,False
R0018845,P031912,LP-ASUS-STEALTH-GQ8-2024,MB-ASUS-STEALTH-GQ8-2024,Motherboard,2025-11-23,System instability,System instability reported for motherboard.,Component Replaced,535.87,535.87,10,False
R0018846,P031912,LP-ASUS-STEALTH-GQ8-2024,DSP-ASUS-STEALTH-GQ8-2024,Display,2026-02-17,Backlight failure,Backlight failure reported for display.,Component Replaced,430.89,430.89,5,False
R0018847,P031915,LP-MSI-PRO-VRR-2022,KBD-MSI-PRO-VRR-2022,Keyboard,2025-10-11,Key failure,Key failure reported for keyboard.,Component Replaced,58.97,58.97,3,False
R0018848,P031916,LP-LENOVO-SLIM-K0F-2024,BAT-LENOVO-SLIM-K0F-2024,Battery,2026-03-05,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,290.75,290.75,4,False
R0018849,P031918,LP-LENOVO-LEGION-0CK-2023,SSD-LENOVO-LEGION-0CK-2023,SSD,2026-01-13,Drive not detected,Drive not detected reported for ssd.,Repaired,148.84,257.48,5,False
R0018850,P031919,LP-ACER-ZEN-04K-2021,MB-ACER-ZEN-04K-2021,Motherboard,2022-03-03,System instability,System instability reported for motherboard.,Repaired,87.9,262.65,9,False
R0018851,P031922,LP-MSI-AIR-LUN-2020,RAM-MSI-AIR-LUN-2020,RAM,2023-12-29,Memory error,Memory error reported for ram.,Component Replaced,223.74,223.74,3,False
R0018852,P031924,LP-LENOVO-AIR-G3W-2021,SSD-LENOVO-AIR-G3W-2021,SSD,2023-12-10,Read/write errors,Read/write errors reported for ssd.,Repaired,72.22,200.53,3,False
R0018853,P031925,LP-ASUS-THINK-6DP-2025,DSP-ASUS-THINK-6DP-2025,Display,2025-10-22,Screen flickering,Screen flickering reported for display.,Component Replaced,460.51,460.51,4,True
R0018854,P031930,LP-DELL-THINK-SKU-2022,BAT-DELL-THINK-SKU-2022,Battery,2025-03-03,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,149.15,149.15,3,True
R0018855,P031930,LP-DELL-THINK-SKU-2022,RAM-DELL-THINK-SKU-2022,RAM,2023-08-09,RAM module failure,RAM module failure reported for ram.,Component Replaced,142.87,142.87,3,True
R0018856,P031933,LP-MSI-STEALTH-O3C-2024,MB-MSI-STEALTH-O3C-2024,Motherboard,2025-06-02,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,435.59,435.59,15,False
R0018857,P031939,LP-HP-ZEN-J83-2024,MB-HP-ZEN-J83-2024,Motherboard,2026-04-06,Power failure,Power failure reported for motherboard.,Component Replaced,368.15,368.15,14,False
R0018858,P031940,LP-ASUS-THINK-B52-2022,MB-ASUS-THINK-B52-2022,Motherboard,2022-07-27,System instability,System instability reported for motherboard.,Component Replaced,259.08,259.08,14,True
R0018859,P031942,LP-DELL-SLIM-KG9-2021,MB-DELL-SLIM-KG9-2021,Motherboard,2022-05-21,Power failure,Power failure reported for motherboard.,Component Replaced,294.05,294.05,11,True
R0018860,P031943,LP-RAZER-LEGION-BFE-2021,MB-RAZER-LEGION-BFE-2021,Motherboard,2021-06-24,Boot failure,Boot failure reported for motherboard.,Component Replaced,587.5,587.5,14,True
R0018861,P031944,LP-HP-LEGION-MBB-2019,DSP-HP-LEGION-MBB-2019,Display,2026-03-02,Display failure,Display failure reported for display.,Component Replaced,472.22,472.22,9,False
R0018862,P031950,LP-LENOVO-AIR-KAR-2023,BAT-LENOVO-AIR-KAR-2023,Battery,2023-09-22,Battery not charging,Battery not charging reported for battery.,Component Replaced,194.9,194.9,3,True
R0018863,P031953,LP-HP-THINK-7KJ-2022,MB-HP-THINK-7KJ-2022,Motherboard,2022-03-14,Boot failure,Boot failure reported for motherboard.,Component Replaced,544.11,544.11,7,True
R0018864,P031955,LP-LENOVO-LEGION-XM9-2021,MB-LENOVO-LEGION-XM9-2021,Motherboard,2024-04-10,System instability,System instability reported for motherboard.,Component Replaced,540.34,540.34,10,False
R0018865,P031955,LP-LENOVO-LEGION-XM9-2021,SSD-LENOVO-LEGION-XM9-2021,SSD,2025-07-04,Read/write errors,Read/write errors reported for ssd.,Repaired,59.44,227.6,3,False
R0018866,P031958,LP-ASUS-PRO-TJZ-2021,MB-ASUS-PRO-TJZ-2021,Motherboard,2024-05-10,Power failure,Power failure reported for motherboard.,Repaired,370.94,806.29,5,False
R0018867,P031958,LP-ASUS-PRO-TJZ-2021,DSP-ASUS-PRO-TJZ-2021,Display,2021-09-15,Backlight failure,Backlight failure reported for display.,Component Replaced,594.04,594.04,3,True
R0018868,P031961,LP-MSI-ZEN-1P1-2019,MB-MSI-ZEN-1P1-2019,Motherboard,2025-11-04,Power failure,Power failure reported for motherboard.,Component Replaced,314.62,314.62,6,False
R0018869,P031961,LP-MSI-ZEN-1P1-2019,DSP-MSI-ZEN-1P1-2019,Display,2021-01-18,Backlight failure,Backlight failure reported for display.,Component Replaced,303.48,303.48,4,False
R0018870,P031964,LP-HP-STEALTH-LLN-2024,DSP-HP-STEALTH-LLN-2024,Display,2024-07-06,Dead pixels,Dead pixels reported for display.,Component Replaced,481.21,481.21,5,True
R0018871,P031965,LP-HP-CREATOR-5VR-2022,MB-HP-CREATOR-5VR-2022,Motherboard,2026-01-02,Power failure,Power failure reported for motherboard.,Repaired,134.93,253.78,5,False
R0018872,P031965,LP-HP-CREATOR-5VR-2022,SSD-HP-CREATOR-5VR-2022,SSD,2025-06-08,Drive not detected,Drive not detected reported for ssd.,Component Replaced,112.34,112.34,2,False
R0018873,P031968,LP-SAMSUNG-THINK-FD7-2018,SSD-SAMSUNG-THINK-FD7-2018,SSD,2026-08-07,Read/write errors,Read/write errors reported for ssd.,Component Replaced,239.27,239.27,4,False
R0018874,P031975,LP-ACER-SLIM-NL6-2021,MB-ACER-SLIM-NL6-2021,Motherboard,2026-01-10,System instability,System instability reported for motherboard.,End of Life,66.45,451.36,7,False
R0018875,P031975,LP-ACER-SLIM-NL6-2021,BAT-ACER-SLIM-NL6-2021,Battery,2024-08-17,Battery not charging,Battery not charging reported for battery.,Component Replaced,162.52,162.52,4,False
R0018876,P031977,LP-MSI-ZEN-SWZ-2022,RAM-MSI-ZEN-SWZ-2022,RAM,2023-09-27,System crashes,System crashes reported for ram.,Component Replaced,159.05,159.05,1,False
R0018877,P031978,LP-DELL-LEGION-CM9-2021,DSP-DELL-LEGION-CM9-2021,Display,2025-03-11,Display failure,Display failure reported for display.,Component Replaced,307.02,307.02,5,False
R0018878,P031978,LP-DELL-LEGION-CM9-2021,SSD-DELL-LEGION-CM9-2021,SSD,2025-05-09,Performance degradation,Performance degradation reported for ssd.,Component Replaced,142.74,142.74,6,False
R0018879,P031979,LP-ACER-LEGION-6KR-2024,DSP-ACER-LEGION-6KR-2024,Display,2024-07-26,Display failure,Display failure reported for display.,Repaired,173.98,337.69,7,True
R0018880,P031980,LP-LENOVO-THINK-381-2018,KBD-LENOVO-THINK-381-2018,Keyboard,2020-02-11,Key failure,Key failure reported for keyboard.,Component Replaced,64.42,64.42,3,False
R0018881,P031981,LP-ACER-STEALTH-861-2021,MB-ACER-STEALTH-861-2021,Motherboard,2022-12-15,Power failure,Power failure reported for motherboard.,Repaired,120.65,382.45,10,True
R0018882,P031981,LP-ACER-STEALTH-861-2021,SSD-ACER-STEALTH-861-2021,SSD,2026-02-22,Read/write errors,Read/write errors reported for ssd.,End of Life,15.69,139.48,7,False
R0018883,P031983,LP-LENOVO-PRO-CLN-2022,MB-LENOVO-PRO-CLN-2022,Motherboard,2024-10-16,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,165.57,644.81,12,False
R0018884,P031983,LP-LENOVO-PRO-CLN-2022,DSP-LENOVO-PRO-CLN-2022,Display,2023-01-05,Dead pixels,Dead pixels reported for display.,Component Replaced,516.32,516.32,6,True
R0018885,P031984,LP-APPLE-CREATOR-SNG-2025,MB-APPLE-CREATOR-SNG-2025,Motherboard,2025-04-23,System instability,System instability reported for motherboard.,Repaired,330.19,679.1,11,True
R0018886,P031984,LP-APPLE-CREATOR-SNG-2025,BAT-APPLE-CREATOR-SNG-2025,Battery,2025-09-05,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,287.87,287.87,2,True
R0018887,P031986,LP-MSI-CREATOR-9HV-2025,MB-MSI-CREATOR-9HV-2025,Motherboard,2025-03-21,Power failure,Power failure reported for motherboard.,Component Replaced,305.67,305.67,10,True
R0018888,P031986,LP-MSI-CREATOR-9HV-2025,BAT-MSI-CREATOR-9HV-2025,Battery,2025-09-23,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,154.49,154.49,3,True
R0018889,P031986,LP-MSI-CREATOR-9HV-2025,SSD-MSI-CREATOR-9HV-2025,SSD,2025-02-28,Read/write errors,Read/write errors reported for ssd.,Component Replaced,147.09,147.09,2,True
R0018890,P031987,LP-DELL-AIR-ITY-2023,DSP-DELL-AIR-ITY-2023,Display,2026-01-12,Screen flickering,Screen flickering reported for display.,Component Replaced,380.27,380.27,6,False
R0018891,P031989,LP-SAMSUNG-BLADE-I2E-2020,MB-SAMSUNG-BLADE-I2E-2020,Motherboard,2025-09-10,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,282.5,681.73,14,False
R0018892,P031989,LP-SAMSUNG-BLADE-I2E-2020,KBD-SAMSUNG-BLADE-I2E-2020,Keyboard,2023-06-29,Key failure,Key failure reported for keyboard.,Component Replaced,121.58,121.58,1,True
R0018893,P031994,LP-RAZER-NITRO-UG5-2022,BAT-RAZER-NITRO-UG5-2022,Battery,2025-12-10,Battery not charging,Battery not charging reported for battery.,Component Replaced,305.86,305.86,3,False
R0018894,P031995,LP-ASUS-PRO-QTD-2022,MB-ASUS-PRO-QTD-2022,Motherboard,2022-04-24,Boot failure,Boot failure reported for motherboard.,Component Replaced,480.89,480.89,15,True
R0018895,P031997,LP-DELL-ZEN-D2Q-2024,BAT-DELL-ZEN-D2Q-2024,Battery,2025-09-26,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,234.04,234.04,1,False
R0018896,P031998,LP-LENOVO-CREATOR-BH1-2024,RAM-LENOVO-CREATOR-BH1-2024,RAM,2025-09-21,RAM module failure,RAM module failure reported for ram.,Component Replaced,161.8,161.8,2,True
R0018897,P031999,LP-DELL-PRO-1C3-2022,DSP-DELL-PRO-1C3-2022,Display,2023-06-18,Dead pixels,Dead pixels reported for display.,Component Replaced,427.83,427.83,6,False
R0018898,P032000,LP-HP-CREATOR-FQG-2022,DSP-HP-CREATOR-FQG-2022,Display,2025-10-11,Screen flickering,Screen flickering reported for display.,Component Replaced,348.2,348.2,3,False
R0018899,P032000,LP-HP-CREATOR-FQG-2022,BAT-HP-CREATOR-FQG-2022,Battery,2023-04-28,Battery degradation,Battery degradation reported for battery.,End of Life,26.11,148.93,3,True
R0018900,P032004,LP-ASUS-BLADE-9EQ-2024,MB-ASUS-BLADE-9EQ-2024,Motherboard,2024-11-02,System instability,System instability reported for motherboard.,Component Replaced,411.48,411.48,10,True
R0018901,P032005,LP-MSI-NITRO-07F-2024,KBD-MSI-NITRO-07F-2024,Keyboard,2026-05-21,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,105.64,105.64,2,True
R0018902,P032010,LP-HP-SLIM-LMN-2022,BAT-HP-SLIM-LMN-2022,Battery,2022-11-29,Battery degradation,Battery degradation reported for battery.,Component Replaced,172.39,172.39,3,True
R0018903,P032011,LP-DELL-SLIM-MAI-2021,MB-DELL-SLIM-MAI-2021,Motherboard,2023-07-10,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,369.21,684.39,6,True
R0018904,P032011,LP-DELL-SLIM-MAI-2021,DSP-DELL-SLIM-MAI-2021,Display,2026-01-20,Dead pixels,Dead pixels reported for display.,Repaired,176.83,524.54,4,False
R0018905,P032011,LP-DELL-SLIM-MAI-2021,SSD-DELL-SLIM-MAI-2021,SSD,2022-05-25,Storage failure,Storage failure reported for ssd.,Component Replaced,284.51,284.51,4,True
R0018906,P032012,LP-DELL-LEGION-6JZ-2020,MB-DELL-LEGION-6JZ-2020,Motherboard,2023-12-04,System instability,System instability reported for motherboard.,Component Replaced,503.64,503.64,13,False
R0018907,P032014,LP-DELL-LEGION-VQ9-2025,MB-DELL-LEGION-VQ9-2025,Motherboard,2025-12-24,Power failure,Power failure reported for motherboard.,Component Replaced,584.88,584.88,8,True
R0018908,P032014,LP-DELL-LEGION-VQ9-2025,SSD-DELL-LEGION-VQ9-2025,SSD,2026-01-26,Storage failure,Storage failure reported for ssd.,Repaired,71.11,236.01,5,False
R0018909,P032017,LP-LENOVO-STEALTH-OQR-2021,DSP-LENOVO-STEALTH-OQR-2021,Display,2024-01-23,Screen flickering,Screen flickering reported for display.,Component Replaced,412.73,412.73,7,False
R0018910,P032018,LP-DELL-LEGION-WPI-2025,MB-DELL-LEGION-WPI-2025,Motherboard,2026-05-23,Boot failure,Boot failure reported for motherboard.,Repaired,349.77,693.12,12,True
R0018911,P032018,LP-DELL-LEGION-WPI-2025,BAT-DELL-LEGION-WPI-2025,Battery,2025-04-21,Battery not charging,Battery not charging reported for battery.,Component Replaced,236.19,236.19,3,True
R0018912,P032018,LP-DELL-LEGION-WPI-2025,KBD-DELL-LEGION-WPI-2025,Keyboard,2026-04-24,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,143.8,143.8,4,True
R0018913,P032019,LP-APPLE-ZEN-SIG-2023,DSP-APPLE-ZEN-SIG-2023,Display,2026-05-02,Screen flickering,Screen flickering reported for display.,Component Replaced,581.25,581.25,7,True
R0018914,P032019,LP-APPLE-ZEN-SIG-2023,BAT-APPLE-ZEN-SIG-2023,Battery,2023-03-29,Battery degradation,Battery degradation reported for battery.,Repaired,68.19,255.65,3,True
R0018915,P032019,LP-APPLE-ZEN-SIG-2023,SSD-APPLE-ZEN-SIG-2023,SSD,2025-01-28,Storage failure,Storage failure reported for ssd.,Component Replaced,295.46,295.46,6,True
R0018916,P032020,LP-ASUS-NITRO-EOS-2023,DSP-ASUS-NITRO-EOS-2023,Display,2025-03-04,Display failure,Display failure reported for display.,Component Replaced,383.91,383.91,4,False
R0018917,P032021,LP-LENOVO-LEGION-50X-2023,MB-LENOVO-LEGION-50X-2023,Motherboard,2023-07-10,Boot failure,Boot failure reported for motherboard.,Component Replaced,326.47,326.47,6,True
R0018918,P032024,LP-HP-BLADE-96A-2022,BAT-HP-BLADE-96A-2022,Battery,2023-09-02,Battery degradation,Battery degradation reported for battery.,Component Replaced,233.62,233.62,4,True
R0018919,P032025,LP-DELL-AIR-GAE-2022,MB-DELL-AIR-GAE-2022,Motherboard,2024-03-22,Power failure,Power failure reported for motherboard.,Component Replaced,453.03,453.03,14,False
R0018920,P032026,LP-DELL-CREATOR-IYF-2025,MB-DELL-CREATOR-IYF-2025,Motherboard,2025-08-04,System instability,System instability reported for motherboard.,Component Replaced,563.13,563.13,8,True
R0018921,P032026,LP-DELL-CREATOR-IYF-2025,BAT-DELL-CREATOR-IYF-2025,Battery,2026-02-02,Battery swelling,Battery swelling reported for battery.,Component Replaced,214.35,214.35,1,True
R0018922,P032030,LP-MSI-AIR-DVI-2021,SSD-MSI-AIR-DVI-2021,SSD,2023-05-11,Storage failure,Storage failure reported for ssd.,Component Replaced,230.1,230.1,2,False
R0018923,P032031,LP-APPLE-PRO-8CO-2025,RAM-APPLE-PRO-8CO-2025,RAM,2026-03-06,System crashes,System crashes reported for ram.,Repaired,100.2,332.29,1,False
R0018924,P032035,LP-LENOVO-PRO-6Y3-2023,DSP-LENOVO-PRO-6Y3-2023,Display,2023-11-05,Display failure,Display failure reported for display.,Component Replaced,459.33,459.33,3,True
R0018925,P032038,LP-ACER-AIR-EAD-2024,MB-ACER-AIR-EAD-2024,Motherboard,2024-12-22,Boot failure,Boot failure reported for motherboard.,Component Replaced,583.66,583.66,5,True
R0018926,P032038,LP-ACER-AIR-EAD-2024,BAT-ACER-AIR-EAD-2024,Battery,2025-05-06,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,196.84,196.84,3,True
R0018927,P032040,LP-HP-AIR-XBH-2020,MB-HP-AIR-XBH-2020,Motherboard,2021-01-07,Power failure,Power failure reported for motherboard.,Component Replaced,323.54,323.54,9,True
R0018928,P032043,LP-HP-NITRO-7DW-2023,DSP-HP-NITRO-7DW-2023,Display,2026-04-29,Display failure,Display failure reported for display.,End of Life,45.07,415.49,9,False
R0018929,P032044,LP-MSI-SLIM-W41-2025,DSP-MSI-SLIM-W41-2025,Display,2026-04-15,Dead pixels,Dead pixels reported for display.,Component Replaced,443.33,443.33,4,False
R0018930,P032045,LP-HP-CREATOR-FFP-2018,KBD-HP-CREATOR-FFP-2018,Keyboard,2024-03-17,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,56.9,56.9,3,False
R0018931,P032047,LP-DELL-CREATOR-INK-2022,RAM-DELL-CREATOR-INK-2022,RAM,2026-06-06,Memory instability,Memory instability reported for ram.,Repaired,37.63,133.9,1,False
R0018932,P032049,LP-SAMSUNG-STEALTH-R51-2022,BAT-SAMSUNG-STEALTH-R51-2022,Battery,2024-05-06,Battery swelling,Battery swelling reported for battery.,Component Replaced,209.47,209.47,4,False
R0018933,P032050,LP-MSI-PRO-O87-2020,MB-MSI-PRO-O87-2020,Motherboard,2023-08-10,Power failure,Power failure reported for motherboard.,Component Replaced,732.97,732.97,13,False
R0018934,P032050,LP-MSI-PRO-O87-2020,DSP-MSI-PRO-O87-2020,Display,2024-10-16,Screen flickering,Screen flickering reported for display.,Component Replaced,561.39,561.39,5,False
R0018935,P032051,LP-APPLE-NITRO-GRL-2023,RAM-APPLE-NITRO-GRL-2023,RAM,2023-03-27,RAM module failure,RAM module failure reported for ram.,Repaired,90.69,160.04,2,True
